unixtimestamp,date,high,low,close,thursdays,expirydate,firstclose,firstclosedate,strikeprice,downloaded_filename,cleaned_filename,downloaded,strike_price_call_name,strike_price_call,strike_price_call_high,strike_price_call_low,strike_price_put_name,strike_price_put,strike_price_put_high,strike_price_put_low,position_price,position_price_max_1,position_price_max_2
1701834300,2023-12-06,20961.94921875,20852.150390625,20937.69921875,2023-12-07,2023-12-07,20937.69921875,2023-12-06,20900,op061223.csv,op061223_cleaned.csv,True,OPTIDXNIFTY07-DEC-2023CE20900,87.95,117.55,45.65,OPTIDXNIFTY07-DEC-2023PE20900,34.8,88.85,28.6,122.75,146.15,134.5
1701920700,2023-12-07,20941.25,20850.80078125,20901.150390625,2023-12-07,2023-12-07,20937.69921875,2023-12-06,20900,op071223.csv,op071223_cleaned.csv,True,OPTIDXNIFTY07-DEC-2023CE20900,2.55,87.0,0.85,OPTIDXNIFTY07-DEC-2023PE20900,3.4,67.9,0.05,5.949999999999999,87.05,68.75
1702007100,2023-12-08,21006.099609375,20862.69921875,20969.400390625,2023-12-14,2023-12-14,20969.400390625,2023-12-08,21000,op081223.csv,op081223_cleaned.csv,True,OPTIDXNIFTY14-DEC-2023CE21000,110.4,140.0,64.55,OPTIDXNIFTY14-DEC-2023PE21000,95.7,170.95,84.5,206.10000000000002,224.5,235.5
1702266300,2023-12-11,21026.099609375,20923.69921875,20997.099609375,2023-12-14,2023-12-14,20969.400390625,2023-12-08,21000,op111223.csv,op111223_cleaned.csv,True,OPTIDXNIFTY14-DEC-2023CE21000,101.7,127.35,79.55,OPTIDXNIFTY14-DEC-2023PE21000,79.75,115.35,65.55,181.45,192.89999999999998,194.89999999999998
1702352700,2023-12-12,21037.900390625,20867.150390625,20906.400390625,2023-12-14,2023-12-14,20969.400390625,2023-12-08,21000,op121223.csv,op121223_cleaned.csv,True,OPTIDXNIFTY14-DEC-2023CE21000,58.25,121.8,45.55,OPTIDXNIFTY14-DEC-2023PE21000,109.9,129.7,55.5,168.15,177.3,175.25
1702439100,2023-12-13,20950.0,20769.5,20926.349609375,2023-12-14,2023-12-14,20969.400390625,2023-12-08,21000,op131223.csv,op131223_cleaned.csv,True,OPTIDXNIFTY14-DEC-2023CE21000,22.9,60.0,9.05,OPTIDXNIFTY14-DEC-2023PE21000,93.3,213.65,81.6,116.19999999999999,141.6,222.70000000000002
1702525500,2023-12-14,21210.900390625,21074.44921875,21182.69921875,2023-12-14,2023-12-14,20969.400390625,2023-12-08,21000,op141223.csv,op141223_cleaned.csv,True,OPTIDXNIFTY14-DEC-2023CE21000,173.0,212.0,71.15,OPTIDXNIFTY14-DEC-2023PE21000,0.1,24.95,0.05,173.1,212.05,96.10000000000001
1702611900,2023-12-15,21492.30078125,21235.30078125,21456.650390625,2023-12-21,2023-12-21,21456.650390625,2023-12-15,21500,op151223.csv,op151223_cleaned.csv,True,OPTIDXNIFTY21-DEC-2023CE21500,123.45,152.0,39.2,OPTIDXNIFTY21-DEC-2023PE21500,116.1,236.6,103.05,239.55,255.05,275.8
1702871100,2023-12-18,21482.80078125,21365.349609375,21418.650390625,2023-12-21,2023-12-21,21456.650390625,2023-12-15,21500,op181223.csv,op181223_cleaned.csv,True,OPTIDXNIFTY21-DEC-2023CE21500,65.4,120.0,52.35,OPTIDXNIFTY21-DEC-2023PE21500,147.35,161.55,114.3,212.75,234.3,213.9
1702957500,2023-12-19,21505.05078125,21337.75,21453.099609375,2023-12-21,2023-12-21,21456.650390625,2023-12-15,21500,op191223.csv,op191223_cleaned.csv,True,OPTIDXNIFTY21-DEC-2023CE21500,55.0,97.4,34.05,OPTIDXNIFTY21-DEC-2023PE21500,93.15,177.9,65.15,148.15,162.55,211.95
1703043900,2023-12-20,21593.0,21087.349609375,21150.150390625,2023-12-21,2023-12-21,21456.650390625,2023-12-15,21500,op201223.csv,op201223_cleaned.csv,True,OPTIDXNIFTY21-DEC-2023CE21500,4.7,125.0,3.5,OPTIDXNIFTY21-DEC-2023PE21500,354.7,417.5,24.95,359.4,149.95,421.0
1703130300,2023-12-21,21288.349609375,20976.80078125,21255.05078125,2023-12-21,2023-12-21,21456.650390625,2023-12-15,21500,op211223.csv,op211223_cleaned.csv,True,OPTIDXNIFTY21-DEC-2023CE21500,0.15,3.1,0.05,OPTIDXNIFTY21-DEC-2023PE21500,252.3,550.0,219.25,252.45000000000002,222.35,550.05
1703216700,2023-12-22,21390.5,21232.44921875,21349.400390625,2023-12-28,2023-12-28,21349.400390625,2023-12-22,21300,op221223.csv,op221223_cleaned.csv,True,OPTIDXNIFTY28-DEC-2023CE21300,189.55,252.95,126.25,OPTIDXNIFTY28-DEC-2023PE21300,81.15,141.95,72.6,270.70000000000005,325.54999999999995,268.2
1703562300,2023-12-26,21477.150390625,21329.44921875,21441.349609375,2023-12-28,2023-12-28,21349.400390625,2023-12-22,21300,op261223.csv,op261223_cleaned.csv,True,OPTIDXNIFTY28-DEC-2023CE21300,209.5,274.3,135.15,OPTIDXNIFTY28-DEC-2023PE21300,36.05,82.55,28.55,245.55,302.85,217.7
1703648700,2023-12-27,21675.75,21495.80078125,21654.75,2023-12-28,2023-12-28,21349.400390625,2023-12-22,21300,op271223.csv,op271223_cleaned.csv,True,OPTIDXNIFTY28-DEC-2023CE21300,386.0,415.0,235.0,OPTIDXNIFTY28-DEC-2023PE21300,7.25,22.35,6.45,393.25,421.45,257.35
1703735100,2023-12-28,21801.44921875,21678.0,21778.69921875,2023-12-28,2023-12-28,21349.400390625,2023-12-22,21300,op281223.csv,op281223_cleaned.csv,True,OPTIDXNIFTY28-DEC-2023CE21300,474.55,491.5,394.2,OPTIDXNIFTY28-DEC-2023PE21300,0.15,4.7,0.05,474.7,491.55,398.9
1703821500,2023-12-29,21770.30078125,21676.900390625,21731.400390625,2024-01-04,2024-01-04,21731.400390625,2023-12-29,21700,op291223.csv,op291223_cleaned.csv,True,OPTIDXNIFTY04-JAN-2024CE21700,186.6,300.0,146.9,OPTIDXNIFTY04-JAN-2024PE21700,96.1,154.9,78.45,282.7,378.45,301.8
1704080700,2024-01-01,21834.349609375,21680.849609375,21741.900390625,2024-01-04,2024-01-04,21731.400390625,2023-12-29,21700,op010124.csv,op010124_cleaned.csv,True,OPTIDXNIFTY04-JAN-2024CE21700,162.65,271.25,112.25,OPTIDXNIFTY04-JAN-2024PE21700,66.5,127.65,36.15,229.15,307.4,239.9
1704167100,2024-01-02,21755.599609375,21555.650390625,21665.80078125,2024-01-04,2024-01-04,21731.400390625,2023-12-29,21700,op020124.csv,op020124_cleaned.csv,True,OPTIDXNIFTY04-JAN-2024CE21700,69.15,140.0,54.6,OPTIDXNIFTY04-JAN-2024PE21700,104.2,177.25,65.0,173.35000000000002,205.0,231.85
1704253500,2024-01-03,21677.0,21500.349609375,21517.349609375,2024-01-04,2024-01-04,21731.400390625,2023-12-29,21700,op030124.csv,op030124_cleaned.csv,True,OPTIDXNIFTY04-JAN-2024CE21700,7.95,61.0,6.0,OPTIDXNIFTY04-JAN-2024PE21700,199.5,224.8,105.3,207.45,166.3,230.8
1704339900,2024-01-04,21685.650390625,21564.55078125,21658.599609375,2024-01-04,2024-01-04,21731.400390625,2023-12-29,21700,op040124.csv,op040124_cleaned.csv,True,OPTIDXNIFTY04-JAN-2024CE21700,0.2,14.0,0.05,OPTIDXNIFTY04-JAN-2024PE21700,48.4,170.0,41.0,48.6,55.0,170.05
1704426300,2024-01-05,21749.599609375,21629.19921875,21710.80078125,2024-01-11,2024-01-11,21710.80078125,2024-01-05,21700,op050124.csv,op050124_cleaned.csv,True,OPTIDXNIFTY11-JAN-2024CE21700,129.4,152.2,82.2,OPTIDXNIFTY11-JAN-2024PE21700,93.1,160.0,82.0,222.5,234.2,242.2
1704685500,2024-01-08,21763.94921875,21492.900390625,21513.0,2024-01-11,2024-01-11,21710.80078125,2024-01-05,21700,op080124.csv,op080124_cleaned.csv,True,OPTIDXNIFTY11-JAN-2024CE21700,40.05,135.0,35.45,OPTIDXNIFTY11-JAN-2024PE21700,210.85,228.0,78.55,250.89999999999998,213.55,263.45
1704771900,2024-01-09,21724.44921875,21517.849609375,21544.849609375,2024-01-11,2024-01-11,21710.80078125,2024-01-05,21700,op090124.csv,op090124_cleaned.csv,True,OPTIDXNIFTY11-JAN-2024CE21700,30.25,111.0,23.3,OPTIDXNIFTY11-JAN-2024PE21700,175.65,193.25,65.75,205.9,176.75,216.55
1704858300,2024-01-10,21641.849609375,21448.650390625,21618.69921875,2024-01-11,2024-01-11,21710.80078125,2024-01-05,21700,op100124.csv,op100124_cleaned.csv,True,OPTIDXNIFTY11-JAN-2024CE21700,36.25,51.65,7.0,OPTIDXNIFTY11-JAN-2024PE21700,79.7,280.0,62.1,115.95,113.75,287.0
1704944700,2024-01-11,21726.5,21593.75,21647.19921875,2024-01-11,2024-01-11,21710.80078125,2024-01-05,21700,op110124.csv,op110124_cleaned.csv,True,OPTIDXNIFTY11-JAN-2024CE21700,0.25,55.0,0.05,OPTIDXNIFTY11-JAN-2024PE21700,55.95,115.75,30.55,56.2,85.55,115.8
1705031100,2024-01-12,21928.25,21715.150390625,21894.55078125,2024-01-18,2024-01-18,21894.55078125,2024-01-12,21900,op120124.csv,op120124_cleaned.csv,True,OPTIDXNIFTY18-JAN-2024CE21900,144.15,185.0,55.8,OPTIDXNIFTY18-JAN-2024PE21900,122.25,252.8,101.0,266.4,286.0,308.6
1705290300,2024-01-15,22115.55078125,21963.55078125,22097.44921875,2024-01-18,2024-01-18,21894.55078125,2024-01-12,21900,op150124.csv,op150124_cleaned.csv,True,OPTIDXNIFTY18-JAN-2024CE21900,257.85,272.6,173.3,OPTIDXNIFTY18-JAN-2024PE21900,45.2,92.4,40.05,303.05,312.65000000000003,265.70000000000005
1705376700,2024-01-16,22124.150390625,21969.80078125,22032.30078125,2024-01-18,2024-01-18,21894.55078125,2024-01-12,21900,op160124.csv,op160124_cleaned.csv,True,OPTIDXNIFTY18-JAN-2024CE21900,172.0,266.0,137.15,OPTIDXNIFTY18-JAN-2024PE21900,43.0,74.8,30.0,215.0,296.0,211.95
1705463100,2024-01-17,21851.5,21550.44921875,21571.94921875,2024-01-18,2024-01-18,21894.55078125,2024-01-12,21900,op170124.csv,op170124_cleaned.csv,True,OPTIDXNIFTY18-JAN-2024CE21900,7.1,93.85,5.25,OPTIDXNIFTY18-JAN-2024PE21900,335.85,360.15,111.5,342.95000000000005,205.35,365.4
1705549500,2024-01-18,21539.400390625,21285.55078125,21462.25,2024-01-18,2024-01-18,21894.55078125,2024-01-12,21900,op180124.csv,op180124_cleaned.csv,True,OPTIDXNIFTY18-JAN-2024CE21900,0.1,3.65,0.05,OPTIDXNIFTY18-JAN-2024PE21900,442.6,609.95,373.45,442.70000000000005,377.09999999999997,610.0
1705635900,2024-01-19,21670.599609375,21575.0,21622.400390625,2024-01-25,2024-01-25,21622.400390625,2024-01-19,21600,op190124.csv,op190124_cleaned.csv,True,OPTIDXNIFTY25-JAN-2024CE21600,185.25,213.25,146.9,OPTIDXNIFTY25-JAN-2024PE21600,112.4,179.7,97.6,297.65,310.85,326.6
1705981500,2024-01-23,21750.25,21192.599609375,21238.80078125,2024-01-25,2024-01-25,21622.400390625,2024-01-19,21600,op230124.csv,op230124_cleaned.csv,True,OPTIDXNIFTY25-JAN-2024CE21600,18.05,224.0,14.3,OPTIDXNIFTY25-JAN-2024PE21600,422.1,463.45,37.3,440.15000000000003,261.3,477.75
1706067900,2024-01-24,21482.349609375,21137.19921875,21453.94921875,2024-01-25,2024-01-25,21622.400390625,2024-01-19,21600,op240124.csv,op240124_cleaned.csv,True,OPTIDXNIFTY25-JAN-2024CE21600,29.3,53.2,7.8,OPTIDXNIFTY25-JAN-2024PE21600,153.8,466.45,128.85,183.10000000000002,182.05,474.25
1706154300,2024-01-25,21459.0,21247.05078125,21352.599609375,2024-01-25,2024-01-25,21622.400390625,2024-01-19,21600,op250124.csv,op250124_cleaned.csv,True,OPTIDXNIFTY25-JAN-2024CE21600,0.2,29.2,0.05,OPTIDXNIFTY25-JAN-2024PE21600,271.4,360.0,142.0,271.59999999999997,171.2,360.05
1706499900,2024-01-29,21763.25,21429.599609375,21737.599609375,2024-02-01,2024-02-01,21737.599609375,2024-01-29,21700,op290124.csv,op290124_cleaned.csv,True,OPTIDXNIFTY01-FEB-2024CE21700,212.55,234.2,60.45,OPTIDXNIFTY01-FEB-2024PE21700,144.2,276.4,118.65,356.75,352.85,336.84999999999997
1706586300,2024-01-30,21813.05078125,21501.80078125,21522.099609375,2024-02-01,2024-02-01,21737.599609375,2024-01-29,21700,op300124.csv,op300124_cleaned.csv,True,OPTIDXNIFTY01-FEB-2024CE21700,83.05,263.35,75.5,OPTIDXNIFTY01-FEB-2024PE21700,238.2,260.0,97.35,321.25,360.70000000000005,335.5
1706672700,2024-01-31,21741.349609375,21448.849609375,21725.69921875,2024-02-01,2024-02-01,21737.599609375,2024-01-29,21700,op310124.csv,op310124_cleaned.csv,True,OPTIDXNIFTY01-FEB-2024CE21700,144.1,166.0,50.1,OPTIDXNIFTY01-FEB-2024PE21700,112.1,277.65,94.85,256.2,260.85,327.75
1706759100,2024-02-01,21832.94921875,21658.75,21697.44921875,2024-02-01,2024-02-01,21737.599609375,2024-01-29,21700,op010224.csv,op010224_cleaned.csv,True,OPTIDXNIFTY01-FEB-2024CE21700,4.35,177.0,0.05,OPTIDXNIFTY01-FEB-2024PE21700,4.2,133.9,1.55,8.55,178.55,133.95000000000002
1706845500,2024-02-02,22126.80078125,21805.55078125,21853.80078125,2024-02-08,2024-02-08,21853.80078125,2024-02-02,21900,op020224.csv,op020224_cleaned.csv,True,OPTIDXNIFTY08-FEB-2024CE21900,146.75,335.7,114.7,OPTIDXNIFTY08-FEB-2024PE21900,162.55,200.0,77.5,309.3,413.2,314.7
1707104700,2024-02-05,21964.30078125,21726.94921875,21771.69921875,2024-02-08,2024-02-08,21853.80078125,2024-02-02,21900,op050224.csv,op050224_cleaned.csv,True,OPTIDXNIFTY08-FEB-2024CE21900,79.1,199.65,66.75,OPTIDXNIFTY08-FEB-2024PE21900,238.6,279.4,113.6,317.7,313.25,346.15
1707191100,2024-02-06,21951.400390625,21737.55078125,21929.400390625,2024-02-08,2024-02-08,21853.80078125,2024-02-02,21900,op060224.csv,op060224_cleaned.csv,True,OPTIDXNIFTY08-FEB-2024CE21900,132.6,157.7,70.0,OPTIDXNIFTY08-FEB-2024PE21900,107.3,249.9,91.75,239.89999999999998,249.45,319.9
1707277500,2024-02-07,22053.30078125,21860.150390625,21930.5,2024-02-08,2024-02-08,21853.80078125,2024-02-02,21900,op070224.csv,op070224_cleaned.csv,True,OPTIDXNIFTY08-FEB-2024CE21900,101.1,208.25,66.65,OPTIDXNIFTY08-FEB-2024PE21900,55.05,134.9,38.35,156.14999999999998,246.6,201.55
1707363900,2024-02-08,22011.05078125,21665.30078125,21717.94921875,2024-02-08,2024-02-08,21853.80078125,2024-02-02,21900,op080224.csv,op080224_cleaned.csv,True,OPTIDXNIFTY08-FEB-2024CE21900,0.2,142.7,0.05,OPTIDXNIFTY08-FEB-2024PE21900,200.75,245.7,17.3,200.95,160.0,245.75
1707450300,2024-02-09,21804.44921875,21629.900390625,21782.5,2024-02-15,2024-02-15,21782.5,2024-02-09,21800,op090224.csv,op090224_cleaned.csv,True,OPTIDXNIFTY15-FEB-2024CE21800,150.1,178.35,108.9,OPTIDXNIFTY15-FEB-2024PE21800,157.5,277.1,145.35,307.6,323.7,386.0
1707709500,2024-02-12,21831.69921875,21574.75,21616.05078125,2024-02-15,2024-02-15,21782.5,2024-02-09,21800,op120224.csv,op120224_cleaned.csv,True,OPTIDXNIFTY15-FEB-2024CE21800,70.2,173.9,61.95,OPTIDXNIFTY15-FEB-2024PE21800,241.9,281.55,125.05,312.1,298.95,343.5
1707795900,2024-02-13,21766.80078125,21543.349609375,21743.25,2024-02-15,2024-02-15,21782.5,2024-02-09,21800,op130224.csv,op130224_cleaned.csv,True,OPTIDXNIFTY15-FEB-2024CE21800,87.25,102.95,46.45,OPTIDXNIFTY15-FEB-2024PE21800,132.3,297.0,119.55,219.55,222.5,343.45
1707882300,2024-02-14,21870.849609375,21530.19921875,21840.05078125,2024-02-15,2024-02-15,21782.5,2024-02-09,21800,op140224.csv,op140224_cleaned.csv,True,OPTIDXNIFTY15-FEB-2024CE21800,124.2,159.8,15.15,OPTIDXNIFTY15-FEB-2024PE21800,46.25,293.65,38.0,170.45,197.8,308.79999999999995
1707968700,2024-02-15,21953.849609375,21794.80078125,21910.75,2024-02-15,2024-02-15,21782.5,2024-02-09,21800,op150224.csv,op150224_cleaned.csv,True,OPTIDXNIFTY15-FEB-2024CE21800,106.6,168.8,55.05,OPTIDXNIFTY15-FEB-2024PE21800,0.3,63.0,0.05,106.89999999999999,168.85000000000002,118.05
1708055100,2024-02-16,22068.650390625,21968.94921875,22040.69921875,2024-02-22,2024-02-22,22040.69921875,2024-02-16,22000,op160224.csv,op160224_cleaned.csv,True,OPTIDXNIFTY22-FEB-2024CE22000,183.1,215.0,162.05,OPTIDXNIFTY22-FEB-2024PE22000,128.1,158.0,110.2,311.2,325.2,320.05
1708314300,2024-02-19,22186.650390625,22021.05078125,22122.25,2024-02-22,2024-02-22,22040.69921875,2024-02-16,22000,op190224.csv,op190224_cleaned.csv,True,OPTIDXNIFTY22-FEB-2024CE22000,207.6,279.0,143.9,OPTIDXNIFTY22-FEB-2024PE22000,84.95,148.95,62.25,292.55,341.25,292.85
1708400700,2024-02-20,22215.599609375,22045.849609375,22196.94921875,2024-02-22,2024-02-22,22040.69921875,2024-02-16,22000,op200224.csv,op200224_cleaned.csv,True,OPTIDXNIFTY22-FEB-2024CE22000,234.95,251.9,140.45,OPTIDXNIFTY22-FEB-2024PE22000,47.1,117.2,43.0,282.05,294.9,257.65
1708487100,2024-02-21,22249.400390625,21997.94921875,22055.05078125,2024-02-22,2024-02-22,22040.69921875,2024-02-16,22000,op210224.csv,op210224_cleaned.csv,True,OPTIDXNIFTY22-FEB-2024CE22000,86.9,266.0,62.35,OPTIDXNIFTY22-FEB-2024PE22000,68.5,98.8,15.2,155.4,281.2,161.15
1708573500,2024-02-22,22252.5,21875.25,22217.44921875,2024-02-22,2024-02-22,22040.69921875,2024-02-16,22000,op220224.csv,op220224_cleaned.csv,True,OPTIDXNIFTY22-FEB-2024CE22000,207.7,229.0,8.25,OPTIDXNIFTY22-FEB-2024PE22000,0.3,172.15,0.05,208.0,229.05,180.4
1708659900,2024-02-23,22297.5,22186.099609375,22212.69921875,2024-02-29,2024-02-29,22212.69921875,2024-02-23,22200,op230224.csv,op230224_cleaned.csv,True,OPTIDXNIFTY29-FEB-2024CE22200,164.9,229.0,149.1,OPTIDXNIFTY29-FEB-2024PE22200,133.15,147.7,101.9,298.05,330.9,296.79999999999995
1708919100,2024-02-26,22202.150390625,22075.150390625,22122.05078125,2024-02-29,2024-02-29,22212.69921875,2024-02-23,22200,op260224.csv,op260224_cleaned.csv,True,OPTIDXNIFTY29-FEB-2024CE22200,104.8,158.0,92.8,OPTIDXNIFTY29-FEB-2024PE22200,162.0,206.7,127.8,266.8,285.8,299.5
1709005500,2024-02-27,22218.25,22085.650390625,22198.349609375,2024-02-29,2024-02-29,22212.69921875,2024-02-23,22200,op270224.csv,op270224_cleaned.csv,True,OPTIDXNIFTY29-FEB-2024CE22200,108.35,129.0,77.0,OPTIDXNIFTY29-FEB-2024PE22200,107.1,186.05,93.9,215.45,222.9,263.05
1709091900,2024-02-28,22229.150390625,21915.849609375,21951.150390625,2024-02-29,2024-02-29,22212.69921875,2024-02-23,22200,op280224.csv,op280224_cleaned.csv,True,OPTIDXNIFTY29-FEB-2024CE22200,16.1,108.25,12.8,OPTIDXNIFTY29-FEB-2024PE22200,291.75,326.6,79.2,307.85,187.45,339.40000000000003
1709178300,2024-02-29,22060.55078125,21860.650390625,21982.80078125,2024-02-29,2024-02-29,22212.69921875,2024-02-23,22200,op290224.csv,op290224_cleaned.csv,True,OPTIDXNIFTY29-FEB-2024CE22200,0.25,19.0,0.05,OPTIDXNIFTY29-FEB-2024PE22200,240.35,365.6,175.5,240.6,194.5,365.65000000000003
1709264700,2024-03-01,22353.30078125,22047.75,22338.75,2024-03-07,2024-03-07,22338.75,2024-03-01,22300,op010324.csv,op010324_cleaned.csv,True,OPTIDXNIFTY07-MAR-2024CE22300,191.35,203.5,75.1,OPTIDXNIFTY07-MAR-2024PE22300,132.4,281.35,124.65,323.75,328.15,356.45000000000005
